time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-03 09:30:00-05:00,BuyEveryDay,09b37ef4daef455f83936de98c9ea8ec,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:30:00-05:00,BuyEveryDay,09b37ef4daef455f83936de98c9ea8ec,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:31:00-05:00,BuyEveryDay,78438d9197ae40ecabf86ba1b764db2c,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:31:00-05:00,BuyEveryDay,78438d9197ae40ecabf86ba1b764db2c,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:32:00-05:00,BuyEveryDay,e8ee2b7abe8848489ea8eed02157f7f7,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:32:00-05:00,BuyEveryDay,e8ee2b7abe8848489ea8eed02157f7f7,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:33:00-05:00,BuyEveryDay,4c43c4e8389d41ddba5f9883d662dc58,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:33:00-05:00,BuyEveryDay,4c43c4e8389d41ddba5f9883d662dc58,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:34:00-05:00,BuyEveryDay,958c08e291274d59b224a927ca8d8b3f,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:34:00-05:00,BuyEveryDay,958c08e291274d59b224a927ca8d8b3f,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:35:00-05:00,BuyEveryDay,a0622828117c47408b5f4d9431c6fb1d,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:35:00-05:00,BuyEveryDay,a0622828117c47408b5f4d9431c6fb1d,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:36:00-05:00,BuyEveryDay,c8feb38a846c4cdd9d39945159913ed0,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:36:00-05:00,BuyEveryDay,c8feb38a846c4cdd9d39945159913ed0,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:37:00-05:00,BuyEveryDay,fe4eca9cf6a84b5e8c4529c8ccc75738,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:37:00-05:00,BuyEveryDay,fe4eca9cf6a84b5e8c4529c8ccc75738,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:38:00-05:00,BuyEveryDay,e4e8914dc49148a5b5b075b7ce146678,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:38:00-05:00,BuyEveryDay,e4e8914dc49148a5b5b075b7ce146678,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:39:00-05:00,BuyEveryDay,0cbd4a71c71649c6bfb3715a811c4c36,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:39:00-05:00,BuyEveryDay,0cbd4a71c71649c6bfb3715a811c4c36,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:40:00-05:00,BuyEveryDay,6c92a5582f1f420a9e946c5a34be2930,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:40:00-05:00,BuyEveryDay,6c92a5582f1f420a9e946c5a34be2930,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:41:00-05:00,BuyEveryDay,7906a570ee424acd97cffc43781f553c,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:41:00-05:00,BuyEveryDay,7906a570ee424acd97cffc43781f553c,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:42:00-05:00,BuyEveryDay,872cda4c0e364cb28315b91f7f211e38,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:42:00-05:00,BuyEveryDay,872cda4c0e364cb28315b91f7f211e38,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:43:00-05:00,BuyEveryDay,a69726184bb24bc99bc2886e3dbc7fc9,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:43:00-05:00,BuyEveryDay,a69726184bb24bc99bc2886e3dbc7fc9,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:44:00-05:00,BuyEveryDay,ef8a0a6f3847495ba6a0395a1cd7ca10,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:44:00-05:00,BuyEveryDay,ef8a0a6f3847495ba6a0395a1cd7ca10,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:45:00-05:00,BuyEveryDay,475d80b7af054687b261448ebab83ee9,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:45:00-05:00,BuyEveryDay,475d80b7af054687b261448ebab83ee9,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:46:00-05:00,BuyEveryDay,5c420323459c406e8eb9d1a8dbd4cc75,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:46:00-05:00,BuyEveryDay,5c420323459c406e8eb9d1a8dbd4cc75,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:47:00-05:00,BuyEveryDay,0969057594c54563844055765277ff95,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:47:00-05:00,BuyEveryDay,0969057594c54563844055765277ff95,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:48:00-05:00,BuyEveryDay,b4509c0919574e8581b7ead8981c0c15,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:48:00-05:00,BuyEveryDay,b4509c0919574e8581b7ead8981c0c15,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:49:00-05:00,BuyEveryDay,633aff71c58043538e925091847bbbb1,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:49:00-05:00,BuyEveryDay,633aff71c58043538e925091847bbbb1,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:50:00-05:00,BuyEveryDay,4ae202b21c46433293c8ef1d4546839b,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:50:00-05:00,BuyEveryDay,4ae202b21c46433293c8ef1d4546839b,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:51:00-05:00,BuyEveryDay,a5635b2ec7494316889fffe64e72ff91,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:51:00-05:00,BuyEveryDay,a5635b2ec7494316889fffe64e72ff91,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:52:00-05:00,BuyEveryDay,0e503838ec1c42d69eef456b4963b286,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:52:00-05:00,BuyEveryDay,0e503838ec1c42d69eef456b4963b286,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:53:00-05:00,BuyEveryDay,665525e1381048d29ade858fb796ec14,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:53:00-05:00,BuyEveryDay,665525e1381048d29ade858fb796ec14,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:54:00-05:00,BuyEveryDay,c5edd55470004ecda53a0442720b54d7,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:54:00-05:00,BuyEveryDay,c5edd55470004ecda53a0442720b54d7,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:55:00-05:00,BuyEveryDay,ade949a35d98429e93f91573c1965d38,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:55:00-05:00,BuyEveryDay,ade949a35d98429e93f91573c1965d38,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:56:00-05:00,BuyEveryDay,f49434d5f22a44658ebf4e6460bf355a,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:56:00-05:00,BuyEveryDay,f49434d5f22a44658ebf4e6460bf355a,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:57:00-05:00,BuyEveryDay,2506e1dd426d4ec9838e588d46bfa830,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:57:00-05:00,BuyEveryDay,2506e1dd426d4ec9838e588d46bfa830,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:58:00-05:00,BuyEveryDay,db70f5dcaa89404ea16a0912d57b147a,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:58:00-05:00,BuyEveryDay,db70f5dcaa89404ea16a0912d57b147a,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 09:59:00-05:00,BuyEveryDay,f7af342b1cd44acb9af58e3648f50f9d,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:59:00-05:00,BuyEveryDay,f7af342b1cd44acb9af58e3648f50f9d,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 10:00:00-05:00,BuyEveryDay,ab17c6a3526a4eadac1426a8ddf97413,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 10:00:00-05:00,BuyEveryDay,ab17c6a3526a4eadac1426a8ddf97413,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 10:01:00-05:00,BuyEveryDay,09c8d75738dc4d9db2c9376601928304,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 10:01:00-05:00,BuyEveryDay,09c8d75738dc4d9db2c9376601928304,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 10:02:00-05:00,BuyEveryDay,d27467cd694a4840a55e5e2f1a73a38d,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 10:02:00-05:00,BuyEveryDay,d27467cd694a4840a55e5e2f1a73a38d,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 10:03:00-05:00,BuyEveryDay,bf54420728764c7ea974d996764e4a6a,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 10:03:00-05:00,BuyEveryDay,bf54420728764c7ea974d996764e4a6a,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 10:04:00-05:00,BuyEveryDay,3f561d1d849f4e69824e9673f26a6239,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 10:04:00-05:00,BuyEveryDay,3f561d1d849f4e69824e9673f26a6239,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 10:05:00-05:00,BuyEveryDay,788351ba5aac46c3bf720ed70e299853,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 10:05:00-05:00,BuyEveryDay,788351ba5aac46c3bf720ed70e299853,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 10:06:00-05:00,BuyEveryDay,fbdb362a691f4c3fb3405d8a5c7dde5a,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 10:06:00-05:00,BuyEveryDay,fbdb362a691f4c3fb3405d8a5c7dde5a,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 10:07:00-05:00,BuyEveryDay,d351dffe0de3467bae71363d029ff5a6,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 10:07:00-05:00,BuyEveryDay,d351dffe0de3467bae71363d029ff5a6,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 10:08:00-05:00,BuyEveryDay,e497a2fa784740cbb5a0b49bc659ecae,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 10:08:00-05:00,BuyEveryDay,e497a2fa784740cbb5a0b49bc659ecae,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.27999877929688,0.07675775325221391,0.0
2023-01-03 10:09:00-05:00,BuyEveryDay,e0cefb0819a54b549a2d57442e4990af,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
